"long","lat","study.id","variable","year","jan","feb","mar","apr","may","june","july","aug","sep","oct","nov","dec"
-120.3,47.37,"WA3","ppt",1915,40,56,31,20,63,12,19,1,4,21,83,82
-121.48,46.63,"WA2","ppt",1915,238,211,131,115,136,27,54,1,43,172,440,412
-111.33,45.3,"MT110","ppt",1915,71,42,78,94,147,127,123,40,104,23,73,119
-111.32,45.3,"MT114","ppt",1915,68,39,76,93,145,126,122,40,104,23,71,115
-119.67,37.72,"CA607","ppt",1915,257,236,66,57,111,0,0,0,0,0,27,194
-106.82,29.52,"MEXI004","ppt",1915,20,17,20,11,6,18,154,90,87,18,5,9
-106.3,35.87,"NM046","ppt",1915,22,26,25,76,44,17,92,58,45,7,11,23
-121.67,50.25,"CANA9","ppt",1915,55,28,21,21,44,20,20,11,18,61,43,99
-110.53,36.68,"AZ085","ppt",1915,35,41,6,37,21,6,37,19,20,3,20,50
-110.3,39.78,"UT506","ppt",1915,17,32,14,50,48,23,5,10,55,6,35,26
-108.5,37.2,"CO021","ppt",1915,43,69,12,73,42,8,53,21,53,0,24,46
-108.5,37.2,"CO","ppt",1915,43,69,12,73,42,8,53,21,53,0,24,46
-106.83,37.8,"CO502","ppt",1915,13,19,7,44,31,16,49,32,39,5,27,29
-122.5,54.5,"CANA093","ppt",1915,15,39,41,42,57,65,83,36,45,122,50,64
-105.37,40,"CO578","ppt",1915,14,35,60,114,93,53,38,65,70,42,16,29
-121.25,51.88,"CANA095","ppt",1915,6,5,6,16,51,63,78,36,19,17,13,33
-106.08,26.4,"MEXI022","ppt",1915,35,19,14,15,22,80,165,163,123,48,18,28
-106.08,26.4,"MEXI023","ppt",1915,35,19,14,15,22,80,165,163,123,48,18,28
-100.07,24.83,"MEXI024","ppt",1915,63,7,49,44,47,20,27,43,68,35,6,19
-107.62,27.7,"MEXI025","ppt",1915,50,25,24,12,11,55,162,140,106,44,26,40
-98.47,20.4,"MEXI026","ppt",1915,17,34,23,4,17,72,176,68,354,32,3,1
-105.75,23.75,"MEXI027","ppt",1915,69,38,25,12,40,153,263,232,217,80,36,86
-108,28.33,"MEXI028","ppt",1915,56,28,28,12,12,51,240,198,96,42,25,42
-104.85,31.9,"TX046","ppt",1915,35,33,58,24,5,32,125,71,226,5,1,22
-108.4,30.4,"MEXI031","ppt",1915,46,20,37,15,1,2,155,61,32,5,14,18
-99.7,20.17,"MEXI033","ppt",1915,9,12,11,1,12,45,157,41,143,10,0,0
-105.8,32.8,"NM579","ppt",1915,52,87,139,49,4,1,160,84,131,3,3,47
-97.88,19.53,"MEXI037","ppt",1915,8,24,20,4,23,54,135,55,190,17,1,1
-109.17,33.9,"AZ052","ppt",1915,97,90,57,97,9,37,166,68,53,12,39,86
-112.13,36.25,"AZ060","ppt",1915,138,129,28,109,42,5,40,17,16,4,51,104
-108.75,34.03,"NM011","ppt",1915,58,47,46,64,6,26,120,54,54,11,17,51
-105.78,34.23,"NM112","ppt",1915,33,39,51,52,10,2,92,42,75,11,6,27
-108.92,33.9,"NM010","ppt",1915,94,74,53,81,7,27,152,69,53,11,32,76
-111.97,36.28,"AZ063","ppt",1915,134,126,28,104,47,7,43,16,16,4,52,107
-108.63,33.53,"NM012","ppt",1915,151,145,117,118,6,25,211,85,58,11,45,118
-102.62,28.93,"MEXI014","ppt",1915,17,11,20,37,15,19,51,62,107,7,2,11
-109.95,40.57,"UT501","ppt",1915,26,52,28,75,71,33,11,7,96,7,51,31
-112.07,36.33,"AZ062","ppt",1915,147,137,30,124,56,7,42,18,19,5,58,111
-106.18,37.07,"CO046","ppt",1915,22,27,17,64,58,15,72,38,41,5,19,33
-103.3,29.25,"TX001","ppt",1915,13,16,24,37,10,24,74,71,115,3,1,14
-107.7,38.57,"CO053","ppt",1915,32,31,4,56,56,27,12,23,43,4,41,41
-105.63,39.68,"CO060","ppt",1915,18,44,47,105,81,52,46,70,67,38,25,40
-109.43,35.87,"AZ046","ppt",1915,39,36,22,58,22,14,89,21,25,5,20,55
-106.87,39.65,"CO052","ppt",1915,10,10,6,19,29,24,9,15,32,10,21,26
-105.6,23.33,"MEXI006","ppt",1915,72,35,27,10,21,122,296,264,246,99,60,120
-105.52,23.75,"MEXI009","ppt",1915,61,40,24,11,43,149,271,248,219,79,37,96
-105.6,23.33,"MEXI008","ppt",1915,72,35,27,10,21,122,296,264,246,99,60,119
-109.13,33.95,"AZ105","ppt",1915,113,103,65,104,10,45,195,79,61,14,46,100
-113,35,"AZ109","ppt",1915,88,59,22,92,23,8,111,47,17,2,33,90
-106.08,41.1,"WY010","ppt",1915,24,59,50,67,46,33,29,53,63,30,20,39
-111,34.38,"AZ027","ppt",1915,208,143,62,150,37,21,111,62,24,8,75,175
-106.33,40.92,"CO050","ppt",1915,18,49,34,56,44,30,23,37,64,32,20,38
-110.3,39.78,"UT505","ppt",1915,17,32,14,50,48,23,5,10,55,6,35,26
-106.55,32.35,"NM020","ppt",1915,45,50,70,32,1,0,163,77,113,4,3,29
-105.93,38.48,"CO055","ppt",1915,4,9,11,37,31,18,32,31,24,11,12,12
-110.85,31.72,"AZ504","ppt",1915,138,114,131,53,4,10,296,69,42,14,72,120
-105.67,33,"NM004","ppt",1915,39,69,94,42,4,5,134,72,138,4,3,43
-106.87,38.68,"CO061","ppt",1915,27,36,10,48,46,30,20,24,35,6,39,45
-111.5,35.18,"AZ050","ppt",1915,71,56,23,85,31,18,74,30,15,5,33,108
-105.72,32.93,"NM502","ppt",1915,45,79,119,45,4,3,149,78,135,4,4,49
-105.7,32.98,"NM097","ppt",1915,45,81,124,44,4,4,146,79,135,4,4,51
-108.5,33.25,"NM063","ppt",1915,39,30,33,19,3,13,110,56,55,5,19,59
-100.48,25.27,"MEXI030","ppt",1915,67,8,52,41,49,23,40,62,86,41,9,14
-108.72,44.18,"WY029","ppt",1915,8,3,11,12,62,67,28,23,49,3,11,11
-109.55,43.43,"WY028","ppt",1915,40,21,47,61,103,86,44,46,131,4,43,53
-106.8,38.73,"CO589","ppt",1915,36,54,16,66,52,33,23,26,40,8,56,68
-105.28,40.42,"CO592","ppt",1915,11,31,47,108,97,53,41,73,73,39,11,19
-107,38.08,"CO593","ppt",1915,28,41,10,68,51,19,31,33,39,7,44,42
-105.9,39.6,"CO597","ppt",1915,29,52,35,77,65,41,32,49,61,33,35,51
-108.8,39.6,"CO599","ppt",1915,46,54,14,75,57,26,8,12,61,1,68,88
-105.27,39.93,"CO603","ppt",1915,13,34,59,113,94,50,38,58,67,41,14,29
-106.78,41.15,"WY031","ppt",1915,49,110,80,100,63,40,27,40,90,58,49,108
-106.23,39.85,"CO604","ppt",1915,18,31,23,47,51,33,22,38,49,25,28,33
-106.13,40.07,"CO606","ppt",1915,13,29,18,37,43,31,22,33,51,27,18,26
-108.15,39,"CO580","ppt",1915,63,70,10,106,92,50,12,30,65,3,82,130
-105.55,40.32,"CO572","ppt",1915,30,78,76,139,88,45,42,76,77,53,27,55
-106.02,38.85,"CO609","ppt",1915,9,15,15,54,42,26,25,39,34,13,22,16
-106.33,40.92,"CO613","ppt",1915,18,49,34,56,44,30,23,37,64,32,20,38
-105.52,40.02,"CO619","ppt",1915,21,51,58,113,94,55,50,69,71,40,19,43
-106.23,38.8,"CO617","ppt",1915,16,22,21,70,47,25,30,38,36,16,36,25
-107.22,38.53,"CO620","ppt",1915,36,36,4,36,82,37,21,29,40,5,39,42
-106.43,38.4,"CO624","ppt",1915,23,39,13,57,39,26,29,30,39,7,30,42
-106.85,40.75,"CO581","ppt",1915,47,111,64,91,73,41,19,32,69,52,66,114
-105.27,38.33,"CO628","ppt",1915,12,40,39,129,71,34,74,73,41,16,25,36
-104.43,39.07,"CO566","ppt",1915,8,24,36,120,99,63,84,106,45,22,6,17
-106.07,40.03,"CO630","ppt",1915,23,48,32,60,55,38,26,46,60,33,28,41
-105.15,37.9,"CO632","ppt",1915,16,41,31,111,71,27,69,78,30,12,18,31
-110.78,32.45,"AZ557","ppt",1915,164,177,117,85,17,6,182,94,30,11,127,192
-112,36.42,"AZ505","ppt",1915,109,98,25,109,58,9,41,18,20,4,52,80
-123.47,48.53,"CANA163","ppt",1915,113,72,70,43,44,16,21,2,19,146,173,236
-123.47,48.53,"CANA164","ppt",1915,113,72,70,43,44,16,21,2,19,146,173,236
-123.47,48.53,"CANA165","ppt",1915,113,72,70,43,44,16,21,2,19,146,173,236
-123.47,48.53,"CANA166","ppt",1915,113,72,70,43,44,16,21,2,19,146,173,236
-123.47,48.53,"CANA167","ppt",1915,113,72,70,43,44,16,21,2,19,146,173,236
-108.18,34.97,"NM580","ppt",1915,49,34,44,60,14,28,91,44,45,8,14,34
-96.63,17.17,"MEXI044","ppt",1915,11,21,18,33,68,209,188,168,222,84,28,21
-97.32,19.17,"MEXI045","ppt",1915,16,34,23,9,31,87,241,101,287,28,6,5
-96.62,17.18,"MEXI046","ppt",1915,12,22,19,35,70,215,195,174,230,89,30,22
-106.52,36.35,"NM583","ppt",1915,20,18,13,60,41,12,63,35,33,3,11,21
-106.6166,36.2833,"NM584","ppt",1915,32,27,19,84,54,19,95,53,51,4,18,38
-106.6833,35.9167,"NM586","ppt",1915,55,49,39,111,51,17,119,62,53,5,23,53
-106.67,35.88,"NM587","ppt",1915,53,47,39,110,50,17,116,61,52,5,22,50
-106.08,26.4,"MEXI022","ppt",1916,35,19,14,15,22,80,165,163,123,48,18,28
-106.08,26.4,"MEXI023","ppt",1916,35,19,14,15,22,80,165,163,123,48,18,28
-111.33,45.3,"MT110","ppt",1916,99,85,96,68,105,91,69,33,49,117,52,124
-111.32,45.3,"MT114","ppt",1916,97,82,95,67,103,90,68,33,49,116,50,122
-108.1,34.97,"NM572","ppt",1916,60,4,37,24,7,1,56,71,17,80,3,9
-121.4,48.05,"WA047","ppt",1916,358,633,627,192,158,145,162,26,96,125,424,388
-123.03,47.83,"WA086","ppt",1916,229,369,373,114,88,56,91,8,23,83,182,298
-124,48,"WA088","ppt",1916,412,358,472,134,80,36,77,7,28,184,219,412
-121.33,47.88,"WA090","ppt",1916,292,546,508,148,112,147,157,23,90,120,330,329
-110.67,44.98,"WY027","ppt",1916,46,29,51,29,70,49,42,25,27,69,22,44
-105.55,40.32,"CO572","ppt",1916,66,27,35,63,74,8,47,58,33,90,51,61
-108.15,39,"CO580","ppt",1916,158,84,82,64,59,0,73,120,47,161,38,64
-106.23,38.8,"CO617","ppt",1916,56,30,31,66,24,0,48,55,23,58,21,30
-105.52,40.02,"CO619","ppt",1916,47,19,30,60,73,8,59,65,35,70,32,49
-106.8667,39.65,"CO644","ppt",1916,36,20,17,14,19,1,47,41,26,56,11,30
-106.23,39.85,"CO646","ppt",1916,51,29,25,33,34,3,46,63,32,60,24,44
-108.5,37.2,"CO647","ppt",1916,94,27,64,26,10,1,60,47,29,97,3,35
-113.75,48.9167,"MT118","ppt",1916,225,185,154,67,115,163,83,96,95,96,145,140
-113.3667,48.5167,"MT122","ppt",1916,292,180,146,57,110,192,84,92,117,136,146,161
-113.3667,48.4833,"MT123","ppt",1916,207,119,98,40,85,163,63,80,95,97,105,112
-112.7333,47.9167,"MT124","ppt",1916,170,61,34,33,116,193,68,56,83,87,65,76
-110.5333,46.2667,"MT125","ppt",1916,43,40,43,48,87,86,53,29,43,67,26,45
-109.8,37.9333,"UT529","ppt",1916,68,19,44,12,9,0,45,73,19,119,3,24
-110.333,39.6,"UT530","ppt",1916,79,29,68,4,5,0,40,35,18,108,6,23
-109.65,44.9333,"WY039","ppt",1916,106,73,58,45,83,67,34,31,22,106,51,92
-108.7167,44.1833,"WY040","ppt",1916,12,11,5,8,37,26,18,15,5,29,7,9
-109.6333,42.85,"WY043","ppt",1916,66,51,33,15,31,11,23,39,6,51,24,59
-109.7667,42.9667,"WY045","ppt",1916,89,65,44,16,36,14,24,42,7,59,30,80
-116.44,52.19,"CANA327","ppt",1916,40,24,35,26,72,72,84,77,67,34,21,20
-116.388,52.072,"CANA331","ppt",1916,58,36,45,30,76,70,86,73,70,37,36,34
-114.2,49.9,"CANA332","ppt",1916,74,77,49,63,112,81,76,147,68,63,37,33
-114,49.7,"CANA333","ppt",1916,61,57,39,39,85,91,75,106,70,46,44,28
-114.2,50,"CANA334","ppt",1916,84,66,52,66,116,86,68,114,70,68,43,35
-114.2,49.9,"CANA336","ppt",1916,58,69,41,49,95,71,71,131,60,42,36,24
-114.98,51.13,"CANA337","ppt",1916,34,32,37,51,101,81,68,97,60,38,22,14
-114.7,51.3,"CANA338","ppt",1916,24,21,31,40,97,92,95,100,67,34,20,12
-114.1,49.9,"CANA339","ppt",1916,71,75,47,57,106,78,80,127,68,59,40,31
-114.4,49.9,"CANA343","ppt",1916,92,59,53,62,107,95,57,87,71,64,43,38
-114.0833,49.9667,"CANA346","ppt",1916,81,81,51,64,117,86,78,133,73,68,43,36
-114.2,49.9,"CANA347","ppt",1916,71,75,48,61,109,79,75,144,66,60,36,31
-116.43,52.06,"CANA350","ppt",1916,76,47,59,36,79,71,89,73,75,50,47,42
-110.78,32.45,"AZ557","ppt",1916,310,42,92,43,9,0,152,191,92,83,0,45
-121,40,"CA682","ppt",1916,531,120,109,24,41,15,6,2,12,70,90,212
-118.05,52.9167,"CANA426","ppt",1916,32,16,27,21,32,52,80,39,43,29,27,23
-118.0667,52.9333,"CANA427","ppt",1916,31,17,27,21,31,52,81,38,42,28,28,24
-118.0667,52.9167,"CANA428","ppt",1916,30,16,26,21,29,49,77,36,40,27,26,23
-118.1167,52.8833,"CANA429","ppt",1916,30,15,26,20,28,51,78,36,38,27,27,21
-111.9667,41.35,"UT536","ppt",1916,264,213,158,73,29,32,15,36,23,184,73,277
-111.95,41.3667,"UT537","ppt",1916,402,328,231,100,36,43,19,47,31,238,109,423
-111.65,41.91,"UT538","ppt",1916,275,243,185,72,31,27,11,24,7,140,74,311
-116.79,48.37,"ID017","ppt",1916,104,76,160,58,64,101,42,29,43,23,101,78
-114.8667,47.3333,"MT129","ppt",1916,85,101,107,53,46,115,61,41,64,61,59,67
-114.25,46.8167,"MT130","ppt",1916,143,164,104,77,72,118,76,38,75,87,93,117
-113.6333,46.65,"MT131","ppt",1916,76,63,40,46,63,108,50,30,48,53,42,56
-114.6855,46.8557,"MT132","ppt",1916,63,67,54,40,46,82,55,35,50,43,46,52
-111.7667,46.7667,"MT133","ppt",1916,53,23,22,34,94,131,55,27,68,46,22,34
-110.8167,46.0833,"MT134","ppt",1916,30,24,25,38,67,64,46,35,50,55,23,30
-121.95,44.4333,"OR096","ppt",1916,259,289,340,139,144,123,74,20,45,50,253,217
-108.3478,37.2739,"CO651","ppt",1916,88,28,70,26,13,1,64,45,30,94,5,33
-108.3478,37.2739,"CO652","ppt",1916,88,28,70,26,13,1,64,45,30,94,5,33
-110.2094,43.5727,"WY052","ppt",1916,151,124,78,20,52,35,29,38,11,78,42,113
-110.6711,43.3042,"WY055","ppt",1916,88,76,56,12,51,31,31,38,7,64,27,89
-107.817,28.018,"MEXI050","ppt",1916,49,27,23,14,15,51,208,177,105,51,30,38
-107.95,28.122,"MEXI051","ppt",1916,58,30,24,16,26,52,238,200,108,65,33,43
-108.211,29.322,"MEXI052","ppt",1916,103,21,37,15,39,20,190,171,84,68,27,30
-107.86,28.085,"MEXI053","ppt",1916,51,28,22,15,19,50,221,186,103,55,30,39
-108.192,29.308,"MEXI054","ppt",1916,96,20,35,15,40,21,188,169,83,67,26,30
-108.619,30.543,"MEXI055","ppt",1916,80,9,19,12,23,2,130,115,46,48,11,8
-107.013,25.934,"MEXI056","ppt",1916,73,40,26,21,25,97,265,258,190,77,40,68
-108.264,28.622,"MEXI057","ppt",1916,39,15,15,7,23,35,154,134,75,43,14,25
-103.919,25.234,"MEXI058","ppt",1916,18,4,3,4,20,39,90,93,48,21,5,8
-100.492,25.275,"MEXI063","ppt",1916,22,5,2,7,21,16,293,179,65,47,23,3
-102.358,27.038,"MEXI064","ppt",1916,13,5,5,12,25,21,140,125,64,21,9,5
-100.372,25.238,"MEXI065","ppt",1916,20,4,1,7,21,17,258,193,75,52,19,2
-105.538,25.418,"MEXI068","ppt",1916,30,18,14,10,26,79,189,165,127,52,19,32
-106.074,25.053,"MEXI069","ppt",1916,65,40,25,15,39,97,232,223,161,76,40,76
-105.108,24.609,"MEXI070","ppt",1916,31,25,13,9,34,88,212,181,146,54,21,43
-104.841,23.453,"MEXI071","ppt",1916,41,31,12,8,38,106,231,242,207,56,33,70
-105.437,23.661,"MEXI073","ppt",1916,62,46,22,9,45,147,269,256,235,83,41,104
-106.082,26.394,"MEXI074","ppt",1916,34,19,14,15,22,80,165,163,124,49,18,28
-106.343,26.183,"MEXI075","ppt",1916,43,21,16,17,19,79,166,176,135,56,25,35
-105.738,25.076,"MEXI076","ppt",1916,30,12,11,3,7,77,203,180,127,46,13,43
-105.588,23.756,"MEXI077","ppt",1916,46,24,23,8,24,116,240,202,176,71,34,73
-106.356,25.951,"MEXI078","ppt",1916,48,15,11,12,9,67,138,171,139,61,30,39
-104.536,23.495,"MEXI079","ppt",1916,25,13,5,4,22,82,139,156,123,34,21,29
-106.383,25.15,"MEXI080","ppt",1916,80,58,25,14,28,109,261,245,170,81,52,104
-105.954,25.559,"MEXI082","ppt",1916,39,24,17,12,25,81,176,169,130,54,26,42
-105.919,24.318,"MEXI083","ppt",1916,63,42,19,8,21,127,257,247,186,58,37,89
-104.096,23.398,"MEXI084","ppt",1916,17,6,3,4,17,81,121,141,106,33,14,17
-105.041,23.541,"MEXI085","ppt",1916,49,27,17,7,31,108,199,208,178,58,33,69
-106.341,25.571,"MEXI086","ppt",1916,59,37,23,15,25,92,190,193,135,59,39,61
-98.717,20.204,"MEXI089","ppt",1916,11,17,17,27,44,53,94,196,138,35,0,0
-99.841,23.817,"MEXI095","ppt",1916,22,10,6,11,48,47,271,140,114,56,21,8
-97.779,19.519,"MEXI097","ppt",1916,8,17,17,34,51,43,77,161,89,26,1,1
-97.323,19.13,"MEXI098","ppt",1916,15,27,23,35,52,67,158,276,145,36,6,4
-97.893,19.554,"MEXI100","ppt",1916,7,15,16,33,48,42,74,162,82,24,1,1
-97.917,19.532,"MEXI101","ppt",1916,7,15,17,35,52,42,77,172,82,23,1,0
-103.953,23.218,"MEXI104","ppt",1916,17,6,3,4,16,90,129,151,107,36,10,21
-110.685,32.377,"AZ566","ppt",1916,231,27,71,32,8,0,126,126,68,64,0,29
-109.32,33.8,"AZ568","ppt",1916,192,25,70,41,8,0,112,99,46,124,3,36
-110.298,32.627,"AZ571","ppt",1916,151,22,42,16,7,1,105,93,45,80,0,21
-110.84,31.726,"AZ573","ppt",1916,222,22,65,31,10,1,251,147,80,89,0,27
-110.839,31.723,"AZ574","ppt",1916,232,23,69,33,10,1,261,151,84,93,0,28
-109.819,32.622,"AZ579","ppt",1916,179,24,43,21,7,0,182,148,60,105,6,27
-109.263,31.924,"AZ580","ppt",1916,141,14,37,23,25,0,204,162,39,88,13,23
-110.283,32.586,"AZ581","ppt",1916,143,19,47,16,8,1,106,96,43,84,0,22
-113.9,35.09,"AZ582","ppt",1916,107,17,60,3,11,0,39,43,28,57,0,24
-109.33,32,"AZ583","ppt",1916,108,12,32,15,14,0,136,122,27,67,8,17
-110.78,32.45,"AZ584","ppt",1916,310,42,92,43,9,0,152,191,92,83,0,45
-110.52,32.12,"AZ586","ppt",1916,169,20,50,22,10,1,169,132,51,71,0,21
-110.784,32.442,"AZ587","ppt",1916,313,44,97,45,9,0,163,206,98,83,0,47
-110.355,31.461,"AZ588","ppt",1916,157,13,38,17,12,1,153,105,35,49,0,21
-110.5333,36.6833,"AZ589","ppt",1916,50,14,24,12,3,0,41,48,20,82,1,24
-109.381,33.992,"AZ590","ppt",1916,262,32,118,73,8,0,119,112,54,124,2,55
-111.52,35.17,"AZ591","ppt",1916,156,17,54,16,8,0,71,92,56,101,0,31
-109.922,32.712,"AZ593","ppt",1916,229,30,49,25,6,0,251,181,83,133,6,41
-108.23,39.02,"CO655","ppt",1916,124,62,66,52,53,0,63,100,40,140,31,48
-108.259,33.355,"NM590","ppt",1916,79,17,34,15,23,0,98,115,36,116,8,19
-107.801,36.996,"NM592","ppt",1916,89,23,55,25,9,1,60,42,26,89,3,29
-106.526,36.357,"NM593","ppt",1916,52,8,33,36,9,2,65,57,13,64,1,11
-107.765,32.914,"NM594","ppt",1916,90,30,72,21,40,0,144,162,56,131,20,17
-108.702,34.069,"NM596","ppt",1916,80,13,48,25,9,0,89,93,42,131,3,18
-108.958,33.733,"NM599","ppt",1916,141,18,43,31,7,0,97,98,34,122,4,24
-107.167,33.984,"NM600","ppt",1916,54,4,27,38,41,0,88,124,43,135,7,10
-106.564,32.349,"NM601","ppt",1916,50,6,30,14,34,0,75,149,31,87,22,12
-107.32,36.701,"NM602","ppt",1916,63,14,43,23,7,1,53,42,21,72,1,17
-107.5,35.25,"NM606","ppt",1916,119,13,82,53,12,1,106,106,33,160,9,15
-108.13,35.6,"NM608","ppt",1916,65,8,32,24,6,1,67,54,20,68,1,10
-105.8,32.8,"NM609","ppt",1916,77,11,70,23,41,0,71,143,37,101,18,23
-108.216,33.407,"NM611","ppt",1916,82,18,37,19,26,0,99,129,44,131,8,22
-108.1,34.97,"NM615","ppt",1916,60,4,37,24,7,1,56,71,17,80,3,9
-105.796,34.244,"NM616","ppt",1916,65,4,26,45,11,1,58,79,22,106,7,11
-104.85,31.9,"TX056","ppt",1916,28,3,16,15,21,3,130,233,57,120,25,6
-110.02,37.62,"UT544","ppt",1916,47,14,33,9,6,0,37,46,16,93,1,19
-123.197,48.588,"WA149","ppt",1916,103,139,118,41,31,21,39,5,18,45,78,124
-110.35,31.45,"AZ556","ppt",1916,152,12,36,17,12,1,149,104,34,49,0,20
-109.92,32.72,"AZ559","ppt",1916,235,30,50,26,5,0,246,185,84,139,6,43
-111.9,40.8,"UT523","ppt",1916,176,139,199,74,27,21,23,34,46,200,48,219
-113.94,49.81,"CANA562","ppt",1916,76,77,45,51,103,86,84,133,73,59,47,35
-114.2,49.9,"CANA563","ppt",1916,75,77,50,64,113,82,77,149,68,65,37,33
-113.9,49.01,"CANA565","ppt",1916,117,104,99,53,93,151,69,93,108,90,82,71
-114.3,49.89,"CANA566","ppt",1916,64,69,46,55,100,75,64,114,63,48,34,27
-114.1833,50.0167,"CANA567","ppt",1916,75,64,47,60,110,83,69,113,67,59,40,31
-114.1,49.4,"CANA568","ppt",1916,103,94,75,61,109,133,77,103,104,73,69,54
-114,49.7,"CANA570","ppt",1916,61,57,39,39,85,91,75,106,70,46,44,28
-114.2,50,"CANA571","ppt",1916,84,66,52,66,116,86,68,114,70,68,43,35
-113.9,49.07,"CANA572","ppt",1916,114,99,93,49,90,147,69,95,110,86,81,67
-113.45,49.14,"CANA576","ppt",1916,71,54,50,32,94,131,69,88,93,51,44,39
-114.25,50.3333,"CANA579","ppt",1916,64,51,46,66,125,107,73,96,74,57,33,22
-114.3,51.2,"CANA580","ppt",1916,21,17,26,31,87,86,94,88,67,29,17,12
-114.14,50.09,"CANA582","ppt",1916,75,62,47,61,117,94,69,104,70,59,39,30
-114.18,49.89,"CANA583","ppt",1916,69,75,47,59,107,78,74,141,66,57,36,30
-114.1,49.9,"CANA584","ppt",1916,71,75,47,57,106,78,80,127,68,59,40,31
-119.86,49.427,"CANA588","ppt",1916,39,84,47,34,33,66,54,17,23,11,32,45
-119.46,49.74,"CANA589","ppt",1916,45,95,50,35,45,80,56,18,35,10,32,46
-106.8,38.73,"CO658","ppt",1916,126,72,48,57,22,1,66,66,37,75,18,58
-106.87,39.65,"CO662","ppt",1916,36,20,17,14,19,1,47,40,26,56,11,30
-104.933333,39.066667,"CO665","ppt",1916,25,6,31,87,51,14,53,102,22,66,30,25
-108.15,39,"CO667","ppt",1916,158,84,82,64,59,0,73,120,47,161,38,64
-106.38333,38.45,"CO668","ppt",1916,194,83,71,123,31,0,49,58,27,108,28,77
-106.33,40.92,"CO671","ppt",1916,52,27,17,23,36,5,23,31,22,58,30,40
-114.26,43.82,"ID021","ppt",1916,155,195,79,41,50,35,43,22,7,61,53,121
-112.35,42.67,"ID022","ppt",1916,214,242,220,58,62,18,31,24,4,117,53,274
-114.25,44.42,"ID023","ppt",1916,21,17,13,14,27,26,29,13,7,16,12,17
-108.6167,45.0167,"MT140","ppt",1916,14,19,16,22,81,48,37,25,15,53,15,14
-114.25,48.9833,"MT142","ppt",1916,243,203,164,65,115,207,108,105,107,117,160,141
-109.6,48.1,"MT143","ppt",1916,63,34,43,40,93,157,79,18,62,51,19,70
-109.5,48.25,"MT145","ppt",1916,46,28,34,46,114,134,82,26,61,47,17,49
-109.7,48.2,"MT146","ppt",1916,95,49,74,50,134,179,97,25,81,76,25,102
-112.78,44.67,"MT147","ppt",1916,28,24,30,30,73,48,65,20,22,55,21,25
-110.2,46.0333,"MT149","ppt",1916,44,38,53,52,95,100,59,32,37,74,28,41
-109.406,45.045,"MT150","ppt",1916,60,70,64,65,131,81,36,36,24,129,38,49
-112.35,45.83,"MT151","ppt",1916,16,24,32,31,72,67,60,21,40,34,20,17
-110.57746,47.49649,"MT154","ppt",1916,101,42,48,80,138,224,79,29,106,85,40,65
-113.6167,48.3833,"MT155","ppt",1916,305,219,174,72,112,199,83,81,99,103,152,175
-110.5232,46.97787,"MT156","ppt",1916,67,41,36,55,110,152,71,33,51,66,31,57
-113.5167,48.7,"MT159","ppt",1916,286,219,164,58,111,170,92,83,94,111,156,173
-111.8,46.72,"MT160","ppt",1916,23,9,11,28,66,93,51,22,38,33,10,15
-110.56,47.46,"MT161","ppt",1916,94,40,46,76,135,219,78,30,101,85,38,61
-110.99,46.86,"MT162","ppt",1916,61,34,30,48,99,143,70,31,55,59,28,58
-110.6714,46.4715,"MT163","ppt",1916,106,86,58,71,99,103,68,29,41,82,42,110
-110.55,45.6,"MT164","ppt",1916,26,14,28,29,71,56,40,21,26,63,13,18
-109.2167,47.1833,"MT166","ppt",1916,38,22,25,34,85,151,81,27,41,55,18,41
-114.2,48.85,"MT168","ppt",1916,252,209,191,74,109,186,90,98,96,107,169,146
-113.5,48.35,"MT169","ppt",1916,313,202,161,62,110,198,80,79,97,99,140,167
-111.5,48.8333,"MT173","ppt",1916,28,17,22,20,146,175,76,63,80,55,10,15
-114.25,44.42,"ID014","ppt",1916,21,17,13,14,27,26,29,13,7,16,12,17
-108.93,42.49,"WY057","ppt",1916,83,61,48,26,29,8,23,32,7,57,27,92
-109.35,44.2333,"WY059","ppt",1916,38,41,32,34,86,50,36,24,17,104,24,28
-107.3833,44.05,"WY060","ppt",1916,22,15,22,27,47,33,16,12,12,53,15,22
-109.67,44.48,"WY061","ppt",1916,29,24,20,26,55,43,29,22,16,72,17,21
-113.1667,44.0333,"WY062","ppt",1916,80,75,56,44,72,42,60,24,16,55,37,77
-110.8,43.23,"WY063","ppt",1916,82,76,65,12,56,33,31,42,7,70,25,90
-107.6167,44.4833,"WY068","ppt",1916,62,54,38,62,85,57,25,27,20,92,34,41
-109.2833,43.95,"WY070","ppt",1916,47,47,41,31,89,49,41,44,15,91,33,40
-109.55,33.97,"AZ554","ppt",1916,272,27,129,92,8,0,140,137,77,133,1,56
-121.65,45.32,"OR043","ppt",1916,287,481,546,186,175,208,116,15,58,75,328,253
-109.3,31.85,"AZ551","ppt",1916,187,18,45,30,28,0,224,181,43,101,15,27
-123.67,40.75,"CA558","ppt",1916,889,340,268,87,100,57,43,21,17,52,237,424
-123.43,47.97,"WA084","ppt",1916,296,344,408,131,81,32,46,7,18,111,201,324
-110.78,32.45,"AZ555","ppt",1916,318,44,96,45,9,0,159,203,96,85,0,48
-107.5,35.25,"NM571","ppt",1916,170,27,175,97,12,2,152,130,33,226,14,29
