"long","lat","study.id","variable","year","jan","feb","mar","apr","may","june","july","aug","sep","oct","nov","dec"
-105.8,32.8,"NM579","ppt",2004,22,30,89,73,25,69,94,168,74,58,129,56
-97.88,19.53,"MEXI037","ppt",2004,30,4,39,47,116,156,115,114,171,127,8,2
-109.17,33.9,"AZ052","ppt",2004,37,23,65,62,3,9,71,89,49,45,59,60
-112.13,36.25,"AZ060","ppt",2004,38,125,10,81,1,2,41,72,64,123,121,80
-108.75,34.03,"NM011","ppt",2004,17,13,49,41,4,9,59,66,34,47,42,34
-105.78,34.23,"NM112","ppt",2004,14,54,29,56,5,36,60,62,51,62,54,32
-108.92,33.9,"NM010","ppt",2004,32,20,60,51,4,8,71,85,40,47,64,52
-111.97,36.28,"AZ063","ppt",2004,37,123,9,79,1,3,42,72,64,123,124,79
-108.63,33.53,"NM012","ppt",2004,57,51,119,75,7,14,101,111,41,68,107,87
-102.62,28.93,"MEXI014","ppt",2004,40,15,32,43,24,61,99,79,106,57,55,4
-109.95,40.57,"UT501","ppt",2004,16,47,12,52,22,43,21,35,48,137,56,15
-112.07,36.33,"AZ062","ppt",2004,40,137,10,93,1,3,44,74,70,134,139,84
-106.18,37.07,"CO046","ppt",2004,27,36,8,55,3,24,62,28,41,52,28,19
-103.3,29.25,"TX001","ppt",2004,46,20,36,38,17,79,149,98,118,83,73,4
-107.7,38.57,"CO053","ppt",2004,35,36,7,75,6,18,35,15,68,44,60,16
-105.63,39.68,"CO060","ppt",2004,31,37,21,107,26,76,82,81,64,46,56,16
-109.43,35.87,"AZ046","ppt",2004,14,22,14,43,0,5,25,26,62,26,48,35
-106.87,39.65,"CO052","ppt",2004,17,16,6,39,8,25,39,23,40,32,29,11
-105.6,23.33,"MEXI006","ppt",2004,243,13,87,4,10,103,318,231,342,144,104,7
-105.52,23.75,"MEXI009","ppt",2004,213,16,89,6,23,105,311,224,314,119,66,8
-105.6,23.33,"MEXI008","ppt",2004,241,12,87,4,10,103,318,231,342,143,103,7
-109.13,33.95,"AZ105","ppt",2004,41,27,75,67,4,11,84,104,55,52,72,69
-113,35,"AZ109","ppt",2004,12,44,10,91,0,0,57,72,50,94,92,67
-106.08,41.1,"WY010","ppt",2004,17,32,14,48,21,50,39,49,57,34,42,9
-111,34.38,"AZ027","ppt",2004,58,57,73,102,0,2,58,66,63,88,107,115
-106.33,40.92,"CO050","ppt",2004,17,29,11,44,20,45,34,38,60,36,38,9
-110.3,39.78,"UT505","ppt",2004,8,24,6,43,14,20,15,23,30,87,30,11
-106.55,32.35,"NM020","ppt",2004,18,9,46,47,17,36,97,134,59,51,137,27
-105.93,38.48,"CO055","ppt",2004,9,12,6,38,6,22,42,19,22,34,16,8
-110.85,31.72,"AZ504","ppt",2004,78,47,154,63,0,1,119,90,92,95,41,76
-105.67,33,"NM004","ppt",2004,15,29,60,63,17,60,87,125,88,56,93,53
-106.87,38.68,"CO061","ppt",2004,35,45,11,63,8,23,42,16,47,32,47,21
-111.5,35.18,"AZ050","ppt",2004,15,29,17,63,0,3,49,56,68,78,76,61
-105.72,32.93,"NM502","ppt",2004,18,30,76,67,19,64,92,142,82,59,123,59
-105.7,32.98,"NM097","ppt",2004,18,32,80,66,18,62,92,139,84,57,127,61
-108.5,33.25,"NM063","ppt",2004,16,12,31,13,7,13,52,75,47,40,49,46
-100.48,25.27,"MEXI030","ppt",2004,43,15,73,60,56,85,73,121,130,69,44,5
-108.72,44.18,"WY029","ppt",2004,6,9,1,24,15,31,37,24,21,19,6,3
-109.55,43.43,"WY028","ppt",2004,33,45,7,108,43,53,52,62,55,47,27,24
-106.8,38.73,"CO589","ppt",2004,48,67,18,88,10,26,47,17,53,42,67,31
-105.28,40.42,"CO592","ppt",2004,10,15,11,68,42,89,48,58,76,31,37,5
-107,38.08,"CO593","ppt",2004,32,43,8,76,7,17,47,21,46,52,45,23
-105.9,39.6,"CO597","ppt",2004,55,51,20,95,20,57,70,60,61,48,68,23
-108.8,39.6,"CO599","ppt",2004,37,62,13,93,9,17,18,18,68,99,109,24
-105.27,39.93,"CO603","ppt",2004,18,23,17,73,36,77,48,49,68,37,46,9
-106.78,41.15,"WY031","ppt",2004,35,71,24,83,28,56,40,44,77,75,88,24
-106.23,39.85,"CO604","ppt",2004,33,33,15,62,16,45,52,50,54,38,51,15
-106.13,40.07,"CO606","ppt",2004,19,24,9,41,16,46,42,44,53,32,34,9
-108.15,39,"CO580","ppt",2004,76,105,21,166,12,28,45,23,98,77,143,45
-105.55,40.32,"CO572","ppt",2004,29,45,24,103,37,77,58,72,77,44,68,15
-106.02,38.85,"CO609","ppt",2004,16,21,8,61,9,30,43,29,32,31,30,10
-106.33,40.92,"CO613","ppt",2004,17,29,11,44,20,45,34,38,60,36,38,9
-105.52,40.02,"CO619","ppt",2004,27,34,20,90,36,89,74,68,70,37,49,14
-106.23,38.8,"CO617","ppt",2004,28,37,11,81,10,29,49,25,37,39,48,16
-107.22,38.53,"CO620","ppt",2004,42,43,6,50,11,26,57,20,64,38,52,19
-106.43,38.4,"CO624","ppt",2004,42,52,7,58,6,28,41,20,42,34,37,24
-106.85,40.75,"CO581","ppt",2004,50,86,29,97,32,59,36,52,74,79,103,30
-105.27,38.33,"CO628","ppt",2004,23,46,18,123,16,50,85,63,31,42,58,22
-104.43,39.07,"CO566","ppt",2004,13,17,14,104,19,95,94,107,40,25,38,7
-106.07,40.03,"CO630","ppt",2004,35,40,17,67,20,58,50,59,62,38,54,14
-105.15,37.9,"CO632","ppt",2004,25,44,14,96,11,40,71,72,25,41,39,18
-110.78,32.45,"AZ557","ppt",2004,90,69,178,75,0,0,76,125,65,52,77,124
-112,36.42,"AZ505","ppt",2004,30,100,8,83,2,4,45,72,66,123,128,60
-123.47,48.53,"CANA163","ppt",2004,147,63,90,14,49,20,9,73,66,94,165,150
-123.47,48.53,"CANA164","ppt",2004,147,63,90,14,49,20,9,73,66,94,165,150
-123.47,48.53,"CANA165","ppt",2004,147,63,90,14,49,20,9,73,66,94,165,150
-123.47,48.53,"CANA166","ppt",2004,147,63,90,14,49,20,9,73,66,94,165,150
-123.47,48.53,"CANA167","ppt",2004,147,63,90,14,49,20,9,73,66,94,165,150
-108.18,34.97,"NM580","ppt",2004,16,27,34,51,1,22,35,41,35,25,42,26
-96.63,17.17,"MEXI044","ppt",2004,14,6,11,42,122,203,180,127,209,238,7,4
-97.32,19.17,"MEXI045","ppt",2004,53,6,38,45,110,193,201,177,252,159,11,2
-96.62,17.18,"MEXI046","ppt",2004,16,6,12,44,126,209,186,132,217,252,7,4
-106.52,36.35,"NM583","ppt",2004,17,31,10,46,1,16,36,20,37,35,26,13
-106.6166,36.2833,"NM584","ppt",2004,25,47,16,62,1,25,50,29,57,53,44,23
-106.6833,35.9167,"NM586","ppt",2004,39,82,34,85,1,32,61,38,60,57,60,33
-106.67,35.88,"NM587","ppt",2004,38,79,34,85,1,33,60,38,59,55,59,31
-106.08,26.4,"MEXI022","ppt",2005,42,61,6,1,26,18,169,166,54,57,5,10
-106.08,26.4,"MEXI023","ppt",2005,42,61,6,1,26,18,169,166,54,57,5,10
-111.33,45.3,"MT110","ppt",2005,57,25,77,73,76,175,35,64,46,113,122,96
-111.32,45.3,"MT114","ppt",2005,56,24,76,72,75,174,35,64,46,112,120,94
-108.1,34.97,"NM572","ppt",2005,45,55,40,25,10,7,18,46,45,22,1,3
-121.4,48.05,"WA047","ppt",2005,426,103,388,274,264,129,60,47,128,283,476,418
-123.03,47.83,"WA086","ppt",2005,209,78,193,149,98,70,37,29,41,138,208,265
-124,48,"WA088","ppt",2005,416,82,251,162,95,49,41,32,56,309,266,373
-121.33,47.88,"WA090","ppt",2005,345,76,312,216,236,117,56,29,106,265,373,378
-110.67,44.98,"WY027","ppt",2005,26,10,34,30,55,92,28,45,36,51,59,36
-105.55,40.32,"CO572","ppt",2005,62,26,51,105,64,94,28,58,25,86,37,35
-108.15,39,"CO580","ppt",2005,139,116,72,64,27,65,28,84,112,119,48,80
-106.23,38.8,"CO617","ppt",2005,45,28,25,46,24,26,17,65,40,47,18,24
-105.52,40.02,"CO619","ppt",2005,48,19,44,86,62,103,31,61,29,68,24,30
-106.8667,39.65,"CO644","ppt",2005,31,15,14,25,15,41,18,34,36,54,15,26
-106.23,39.85,"CO646","ppt",2005,50,23,33,51,32,52,18,52,29,64,30,34
-108.5,37.2,"CO647","ppt",2005,92,87,35,42,18,12,23,52,60,50,7,12
-113.75,48.9167,"MT118","ppt",2005,85,11,141,96,83,231,23,38,108,131,107,90
-113.3667,48.5167,"MT122","ppt",2005,94,7,143,124,73,232,17,35,134,164,112,99
-113.3667,48.4833,"MT123","ppt",2005,66,5,96,87,56,193,12,30,110,117,81,69
-112.7333,47.9167,"MT124","ppt",2005,37,1,65,74,46,186,2,39,73,70,83,37
-110.5333,46.2667,"MT125","ppt",2005,19,5,45,59,72,121,23,40,32,55,66,29
-109.8,37.9333,"UT529","ppt",2005,80,61,29,37,14,29,20,54,63,51,11,12
-110.333,39.6,"UT530","ppt",2005,56,41,43,30,39,44,7,41,56,43,19,17
-109.65,44.9333,"WY039","ppt",2005,63,30,59,76,105,85,25,52,41,64,117,62
-108.7167,44.1833,"WY040","ppt",2005,8,5,7,33,100,27,10,22,16,32,11,5
-109.6333,42.85,"WY043","ppt",2005,47,17,26,40,103,27,13,41,35,50,36,31
-109.7667,42.9667,"WY045","ppt",2005,61,21,33,43,111,33,13,43,38,58,42,45
-116.44,52.19,"CANA327","ppt",2005,28,25,30,9,36,117,43,88,92,47,24,11
-116.388,52.072,"CANA331","ppt",2005,42,36,40,10,38,114,45,79,97,51,40,20
-114.2,49.9,"CANA332","ppt",2005,28,20,49,43,61,159,31,77,81,57,22,23
-114,49.7,"CANA333","ppt",2005,23,13,39,31,49,166,28,53,77,45,25,19
-114.2,50,"CANA334","ppt",2005,31,18,52,43,61,170,28,61,86,61,26,26
-114.2,49.9,"CANA336","ppt",2005,22,18,40,33,51,139,29,68,72,38,21,17
-114.98,51.13,"CANA337","ppt",2005,19,18,35,23,52,141,38,75,95,37,17,14
-114.7,51.3,"CANA338","ppt",2005,14,13,27,17,45,151,48,77,100,32,15,10
-114.1,49.9,"CANA339","ppt",2005,27,19,47,41,57,152,32,66,80,54,24,22
-114.4,49.9,"CANA343","ppt",2005,36,16,50,39,61,185,25,46,86,60,25,29
-114.0833,49.9667,"CANA346","ppt",2005,31,21,52,45,62,168,31,71,87,61,26,25
-114.2,49.9,"CANA347","ppt",2005,27,20,47,41,59,155,31,75,80,54,21,22
-116.43,52.06,"CANA350","ppt",2005,55,48,53,13,40,119,46,80,105,69,52,26
-110.78,32.45,"AZ557","ppt",2005,197,276,43,36,25,2,68,215,13,26,1,6
-121,40,"CA682","ppt",2005,234,100,151,71,103,48,1,1,4,29,97,523
-118.05,52.9167,"CANA426","ppt",2005,34,22,21,14,25,86,52,60,60,53,28,21
-118.0667,52.9333,"CANA427","ppt",2005,34,23,20,14,25,86,53,61,59,52,30,22
-118.0667,52.9167,"CANA428","ppt",2005,33,21,19,13,23,82,50,57,56,49,28,20
-118.1167,52.8833,"CANA429","ppt",2005,33,20,20,13,23,85,51,58,56,51,29,20
-111.9667,41.35,"UT536","ppt",2005,308,172,150,182,183,119,3,29,28,69,107,207
-111.95,41.3667,"UT537","ppt",2005,467,263,217,248,232,160,4,38,37,89,161,318
-111.65,41.91,"UT538","ppt",2005,292,155,143,206,150,98,5,23,26,69,130,263
-116.79,48.37,"ID017","ppt",2005,71,6,114,39,105,98,37,22,44,88,102,125
-114.8667,47.3333,"MT129","ppt",2005,38,11,66,58,73,101,13,9,63,87,73,76
-114.25,46.8167,"MT130","ppt",2005,77,19,92,104,106,102,6,13,59,97,136,126
-113.6333,46.65,"MT131","ppt",2005,33,8,43,59,69,97,3,13,38,46,62,58
-114.6855,46.8557,"MT132","ppt",2005,33,9,40,51,76,70,6,9,42,52,63,62
-111.7667,46.7667,"MT133","ppt",2005,16,2,44,36,52,146,5,26,51,24,42,19
-110.8167,46.0833,"MT134","ppt",2005,14,3,25,44,47,97,21,51,40,45,64,21
-121.95,44.4333,"OR096","ppt",2005,111,72,159,177,214,86,10,8,29,151,336,421
-108.3478,37.2739,"CO651","ppt",2005,83,78,36,40,21,14,24,48,65,49,7,12
-108.3478,37.2739,"CO652","ppt",2005,83,78,36,40,21,14,24,48,65,49,7,12
-110.2094,43.5727,"WY052","ppt",2005,82,42,54,57,110,57,14,46,42,73,66,76
-110.6711,43.3042,"WY055","ppt",2005,54,28,35,47,109,62,14,44,37,61,52,69
-107.817,28.018,"MEXI050","ppt",2005,79,69,8,3,23,4,172,199,40,70,6,17
-107.95,28.122,"MEXI051","ppt",2005,93,76,8,4,35,4,196,228,40,89,7,20
-108.211,29.322,"MEXI052","ppt",2005,115,100,12,7,45,2,121,219,74,71,4,25
-107.86,28.085,"MEXI053","ppt",2005,82,71,8,3,28,4,182,210,39,76,7,18
-108.192,29.308,"MEXI054","ppt",2005,109,97,11,7,47,2,120,216,73,71,4,24
-108.619,30.543,"MEXI055","ppt",2005,65,56,9,11,27,5,64,141,54,31,2,6
-107.013,25.934,"MEXI056","ppt",2005,76,106,10,1,19,7,250,250,89,80,15,11
-108.264,28.622,"MEXI057","ppt",2005,53,47,5,2,25,3,120,163,35,54,4,16
-103.919,25.234,"MEXI058","ppt",2005,17,17,4,0,12,2,96,85,19,22,2,1
-100.492,25.275,"MEXI063","ppt",2005,24,72,27,6,65,9,178,40,48,91,10,8
-102.358,27.038,"MEXI064","ppt",2005,21,38,15,3,41,10,88,48,18,56,2,1
-100.372,25.238,"MEXI065","ppt",2005,20,64,24,7,67,10,157,41,56,99,8,7
-105.538,25.418,"MEXI068","ppt",2005,27,68,6,0,13,13,213,159,52,50,10,7
-106.074,25.053,"MEXI069","ppt",2005,49,131,10,0,10,9,239,207,73,73,23,8
-105.108,24.609,"MEXI070","ppt",2005,21,97,5,0,8,16,238,167,64,51,11,7
-104.841,23.453,"MEXI071","ppt",2005,18,97,3,1,7,20,222,220,110,62,17,10
-105.437,23.661,"MEXI073","ppt",2005,25,151,6,0,4,17,252,227,118,93,22,6
-106.082,26.394,"MEXI074","ppt",2005,42,61,6,1,26,18,169,166,54,57,5,10
-106.343,26.183,"MEXI075","ppt",2005,49,65,6,1,19,13,167,177,58,64,8,10
-105.738,25.076,"MEXI076","ppt",2005,23,42,5,0,2,11,214,170,57,43,8,6
-105.588,23.756,"MEXI077","ppt",2005,19,81,7,0,2,12,224,178,88,78,19,3
-106.356,25.951,"MEXI078","ppt",2005,51,46,5,0,8,9,141,170,60,66,11,9
-104.536,23.495,"MEXI079","ppt",2005,12,39,2,0,5,19,140,145,67,37,11,5
-106.383,25.15,"MEXI080","ppt",2005,62,172,10,0,7,7,265,228,79,78,28,8
-105.954,25.559,"MEXI082","ppt",2005,37,82,7,0,14,12,188,165,55,54,12,9
-105.919,24.318,"MEXI083","ppt",2005,35,150,7,0,2,11,251,219,92,59,23,5
-104.096,23.398,"MEXI084","ppt",2005,9,19,1,0,5,20,127,133,58,36,7,3
-105.041,23.541,"MEXI085","ppt",2005,21,86,5,0,5,17,190,188,92,65,17,7
-106.341,25.571,"MEXI086","ppt",2005,55,110,9,0,14,9,195,187,59,60,17,10
-98.717,20.204,"MEXI089","ppt",2005,13,21,31,33,90,106,161,186,142,118,33,4
-99.841,23.817,"MEXI095","ppt",2005,26,71,37,7,122,31,213,67,117,141,15,15
-97.779,19.519,"MEXI097","ppt",2005,9,11,17,35,87,88,106,151,92,87,22,3
-97.323,19.13,"MEXI098","ppt",2005,16,10,17,32,78,124,193,243,149,101,33,5
-97.893,19.554,"MEXI100","ppt",2005,8,10,17,35,84,85,104,151,84,79,21,2
-97.917,19.532,"MEXI101","ppt",2005,9,10,19,37,88,85,108,161,84,76,19,2
-103.953,23.218,"MEXI104","ppt",2005,10,18,1,0,4,20,135,142,57,39,5,4
-110.685,32.377,"AZ566","ppt",2005,148,174,32,27,21,3,58,137,12,19,0,4
-109.32,33.8,"AZ568","ppt",2005,128,165,57,47,17,5,42,75,36,34,2,1
-110.298,32.627,"AZ571","ppt",2005,99,125,21,16,24,4,47,96,12,22,0,2
-110.84,31.726,"AZ573","ppt",2005,153,153,27,26,12,5,124,171,8,25,0,4
-110.839,31.723,"AZ574","ppt",2005,160,161,29,28,12,5,129,176,8,26,0,5
-109.819,32.622,"AZ579","ppt",2005,130,136,25,26,31,7,84,134,34,33,0,4
-109.263,31.924,"AZ580","ppt",2005,125,100,21,29,33,5,82,141,33,34,1,4
-110.283,32.586,"AZ581","ppt",2005,95,112,23,15,27,4,48,98,13,23,0,3
-113.9,35.09,"AZ582","ppt",2005,104,114,26,19,1,6,23,61,2,46,2,0
-109.33,32,"AZ583","ppt",2005,94,88,18,20,19,2,55,104,22,25,0,3
-110.78,32.45,"AZ584","ppt",2005,197,276,43,36,25,2,68,215,13,26,1,6
-110.52,32.12,"AZ586","ppt",2005,114,136,22,19,17,3,80,139,14,22,0,3
-110.784,32.442,"AZ587","ppt",2005,199,289,45,37,26,2,73,232,14,26,1,6
-110.355,31.461,"AZ588","ppt",2005,123,109,17,15,13,3,69,114,13,19,0,3
-110.5333,36.6833,"AZ589","ppt",2005,69,62,22,30,7,12,12,44,25,36,3,4
-109.381,33.992,"AZ590","ppt",2005,166,254,102,83,16,7,46,84,35,32,4,1
-111.52,35.17,"AZ591","ppt",2005,120,122,56,37,3,19,45,83,8,36,2,1
-109.922,32.712,"AZ593","ppt",2005,161,163,27,28,31,9,116,170,38,38,1,5
-108.23,39.02,"CO655","ppt",2005,112,91,59,52,24,59,24,68,96,102,37,59
-108.259,33.355,"NM590","ppt",2005,68,94,22,21,32,2,24,64,44,33,1,0
-107.801,36.996,"NM592","ppt",2005,65,55,29,36,17,9,21,46,57,55,6,12
-106.526,36.357,"NM593","ppt",2005,40,26,31,29,24,12,25,48,47,35,2,3
-107.765,32.914,"NM594","ppt",2005,99,130,40,33,42,4,35,118,70,50,1,0
-108.702,34.069,"NM596","ppt",2005,58,87,46,32,15,2,21,56,40,33,1,1
-108.958,33.733,"NM599","ppt",2005,102,106,40,41,14,3,28,65,35,33,2,0
-107.167,33.984,"NM600","ppt",2005,57,50,25,46,47,4,32,79,100,43,0,1
-106.564,32.349,"NM601","ppt",2005,48,86,13,22,39,1,39,187,72,57,0,0
-107.32,36.701,"NM602","ppt",2005,40,38,23,27,17,11,16,40,47,44,4,7
-107.5,35.25,"NM606","ppt",2005,110,107,74,52,20,10,35,63,105,57,3,6
-108.13,35.6,"NM608","ppt",2005,51,57,32,31,9,9,22,41,40,28,2,4
-105.8,32.8,"NM609","ppt",2005,72,159,29,37,65,2,61,211,83,68,0,0
-108.216,33.407,"NM611","ppt",2005,72,103,24,26,34,2,24,74,58,37,1,0
-108.1,34.97,"NM615","ppt",2005,45,55,40,25,10,7,18,46,45,22,1,3
-105.796,34.244,"NM616","ppt",2005,73,92,37,42,40,11,36,59,76,40,0,2
-104.85,31.9,"TX056","ppt",2005,36,82,16,11,53,13,50,211,77,84,0,1
-110.02,37.62,"UT544","ppt",2005,60,47,21,29,11,17,13,36,42,39,7,6
-123.197,48.588,"WA149","ppt",2005,126,37,64,50,35,29,14,25,25,83,97,107
-110.35,31.45,"AZ556","ppt",2005,119,103,16,15,14,3,67,112,13,19,0,3
-109.92,32.72,"AZ559","ppt",2005,166,162,28,29,30,10,114,174,38,40,1,5
-111.9,40.8,"UT523","ppt",2005,168,126,168,153,182,85,4,18,26,75,74,133
-113.94,49.81,"CANA562","ppt",2005,29,18,46,40,57,160,32,68,82,57,27,24
-114.2,49.9,"CANA563","ppt",2005,28,20,50,44,61,160,31,78,82,59,22,24
-113.9,49.01,"CANA565","ppt",2005,42,8,86,66,73,218,21,40,120,118,58,47
-114.3,49.89,"CANA566","ppt",2005,24,18,44,36,55,148,27,59,77,44,20,20
-114.1833,50.0167,"CANA567","ppt",2005,28,17,47,39,58,165,28,60,83,53,24,22
-114.1,49.4,"CANA568","ppt",2005,37,16,67,55,78,216,26,49,110,81,44,36
-114,49.7,"CANA570","ppt",2005,23,13,39,31,49,166,28,53,77,45,25,19
-114.2,50,"CANA571","ppt",2005,31,18,51,43,61,170,28,61,86,61,26,26
-113.9,49.07,"CANA572","ppt",2005,41,9,82,59,70,217,21,41,118,110,57,44
-113.45,49.14,"CANA576","ppt",2005,26,6,58,48,54,196,17,41,94,54,31,23
-114.25,50.3333,"CANA579","ppt",2005,24,15,46,38,59,214,30,55,97,50,22,17
-114.3,51.2,"CANA580","ppt",2005,12,9,24,16,38,149,41,64,96,27,12,9
-114.14,50.09,"CANA582","ppt",2005,28,17,48,40,60,187,28,57,87,52,24,22
-114.18,49.89,"CANA583","ppt",2005,26,20,47,41,58,153,30,73,79,52,21,22
-114.1,49.9,"CANA584","ppt",2005,27,19,47,41,57,152,32,66,80,54,24,22
-119.86,49.427,"CANA588","ppt",2005,55,17,57,36,60,73,26,21,27,59,58,59
-119.46,49.74,"CANA589","ppt",2005,55,19,61,33,69,96,28,23,38,65,59,57
-106.8,38.73,"CO658","ppt",2005,82,63,34,45,24,33,20,61,58,61,33,46
-106.87,39.65,"CO662","ppt",2005,31,15,14,25,14,41,18,33,36,54,15,26
-104.933333,39.066667,"CO665","ppt",2005,30,19,45,74,46,68,24,92,30,76,16,16
-108.15,39,"CO667","ppt",2005,139,116,72,64,27,65,28,84,112,119,48,80
-106.38333,38.45,"CO668","ppt",2005,143,81,55,77,37,28,17,68,53,75,24,57
-106.33,40.92,"CO671","ppt",2005,34,18,21,46,37,59,16,34,17,61,23,25
-114.26,43.82,"ID021","ppt",2005,68,28,82,92,168,76,11,8,19,38,90,241
-112.35,42.67,"ID022","ppt",2005,240,117,117,275,169,82,11,26,30,80,115,278
-114.25,44.42,"ID023","ppt",2005,7,1,13,19,61,40,8,8,9,11,21,25
-108.6167,45.0167,"MT140","ppt",2005,9,11,23,71,153,52,27,36,25,50,35,9
-114.25,48.9833,"MT142","ppt",2005,73,15,121,68,113,292,41,42,123,160,107,101
-109.6,48.1,"MT143","ppt",2005,14,2,60,41,46,190,10,27,49,50,45,33
-109.5,48.25,"MT145","ppt",2005,10,1,40,48,56,169,10,38,48,50,40,23
-109.7,48.2,"MT146","ppt",2005,21,2,101,51,64,221,11,37,66,74,59,45
-112.78,44.67,"MT147","ppt",2005,12,3,23,33,86,92,21,31,20,41,33,24
-110.2,46.0333,"MT149","ppt",2005,23,6,55,73,95,139,32,49,32,56,71,25
-109.406,45.045,"MT150","ppt",2005,37,28,75,138,175,97,29,54,46,85,93,34
-112.35,45.83,"MT151","ppt",2005,7,2,25,32,61,95,11,27,23,33,34,14
-110.57746,47.49649,"MT154","ppt",2005,26,2,90,78,58,240,10,39,80,57,78,27
-113.6167,48.3833,"MT155","ppt",2005,106,7,159,120,78,227,18,30,119,132,116,111
-110.5232,46.97787,"MT156","ppt",2005,19,4,56,58,59,168,16,41,45,37,69,28
-113.5167,48.7,"MT159","ppt",2005,98,7,155,105,76,225,23,30,108,145,114,106
-111.8,46.72,"MT160","ppt",2005,7,1,21,29,38,104,5,21,28,18,19,9
-110.56,47.46,"MT161","ppt",2005,24,2,84,74,58,236,10,39,77,57,75,26
-110.99,46.86,"MT162","ppt",2005,19,4,49,51,50,157,16,35,47,33,61,28
-110.6714,46.4715,"MT163","ppt",2005,40,10,69,80,66,131,25,38,34,56,103,66
-110.55,45.6,"MT164","ppt",2005,14,3,25,37,58,93,24,37,28,47,38,13
-109.2167,47.1833,"MT166","ppt",2005,12,2,43,48,66,181,27,42,33,48,46,22
-114.2,48.85,"MT168","ppt",2005,73,10,139,86,111,254,35,37,118,155,116,107
-113.5,48.35,"MT169","ppt",2005,104,7,152,118,75,222,15,30,115,122,110,106
-111.5,48.8333,"MT173","ppt",2005,7,0,42,32,52,228,6,48,56,47,18,6
-114.25,44.42,"ID014","ppt",2005,7,1,13,19,61,40,8,8,9,11,21,25
-108.93,42.49,"WY057","ppt",2005,69,21,35,70,109,22,12,35,37,57,42,46
-109.35,44.2333,"WY059","ppt",2005,18,17,34,97,168,64,20,42,48,89,45,17
-107.3833,44.05,"WY060","ppt",2005,16,8,19,56,127,41,13,19,27,57,25,12
-109.67,44.48,"WY061","ppt",2005,16,9,19,44,83,57,17,37,35,46,32,14
-113.1667,44.0333,"WY062","ppt",2005,37,11,39,77,124,94,21,25,27,39,76,94
-110.8,43.23,"WY063","ppt",2005,56,31,40,58,121,68,13,49,39,66,54,73
-107.6167,44.4833,"WY068","ppt",2005,33,26,38,138,197,69,22,55,41,98,67,23
-109.2833,43.95,"WY070","ppt",2005,29,18,44,100,206,67,21,51,51,87,56,23
-109.55,33.97,"AZ554","ppt",2005,168,236,110,103,15,8,54,108,44,35,3,2
-121.65,45.32,"OR043","ppt",2005,140,62,240,219,294,98,21,12,52,255,363,625
-109.3,31.85,"AZ551","ppt",2005,165,132,26,37,37,6,91,161,36,40,1,4
-123.67,40.75,"CA558","ppt",2005,352,174,349,374,373,83,5,2,7,121,559,1312
-123.43,47.97,"WA084","ppt",2005,280,78,209,170,91,43,21,31,32,184,240,279
-110.78,32.45,"AZ555","ppt",2005,202,290,45,37,26,2,71,229,13,26,1,6
-107.5,35.25,"NM571","ppt",2005,158,225,157,95,20,10,51,77,105,81,5,11
-105.67,33.33,"NM570","ppt",2005,138,171,55,52,53,4,76,205,58,94,0,0
-122.8,38.02,"CA608","ppt",2005,175,136,139,58,46,36,0,0,1,20,67,520
-118.3,48.83,"WA003","ppt",2005,89,6,238,57,99,78,37,28,28,104,97,131
-123.15,47.82,"WA031","ppt",2005,255,88,234,184,145,94,50,35,51,200,282,344
-118.05,48.98,"WA001","ppt",2005,77,4,110,40,105,99,36,28,31,93,107,135
-118.78,48.12,"WA008","ppt",2005,35,2,47,33,105,54,17,10,13,37,48,71
-118.75,48.25,"WA007","ppt",2005,29,1,40,28,87,51,18,11,15,36,46,60
-123.25,47.95,"WA020","ppt",2005,240,78,176,139,82,61,31,29,37,142,194,234
-122.03,45.88,"WA033","ppt",2005,183,82,277,236,204,93,19,13,53,277,409,623
-123.47,47.97,"WA036","ppt",2005,286,82,216,171,91,42,21,30,33,188,244,284
-123.47,47.98,"WA032","ppt",2005,305,90,232,182,96,44,22,31,36,198,259,302
-121.98,45.97,"WA027","ppt",2005,201,86,302,248,238,101,23,16,62,289,421,650
-118.8,48.48,"WA004","ppt",2005,26,1,37,25,89,53,26,14,14,34,42,51
-121.63,48.13,"WA034","ppt",2005,431,128,422,306,266,156,72,65,152,349,513,415
-117.17,48.3,"WA006","ppt",2005,73,5,107,42,106,90,41,23,35,85,98,130
-121.8,48.9,"WA019","ppt",2005,257,83,188,158,105,83,46,56,80,218,241,246
-120.73,48.48,"WA023","ppt",2005,188,39,174,91,107,62,28,16,41,150,211,209
-121.05,48.73,"WA025","ppt",2005,220,51,167,97,70,53,25,23,50,202,234,228
-121.75,48.35,"WA041","ppt",2005,550,167,483,354,263,162,75,87,162,384,581,506
-117.55,48.83,"WA005","ppt",2005,92,4,119,46,127,148,57,39,41,113,132,144
-118.48,48.77,"WA002","ppt",2005,52,4,104,38,94,84,32,22,33,65,68,90
-121.53,46.67,"WA017","ppt",2005,240,49,245,138,159,76,32,15,60,193,308,419
-108.8,35.97,"NM520","ppt",2005,106,125,80,71,10,8,28,44,60,52,6,10
-107.07,36.98,"NM503","ppt",2005,61,49,31,35,26,14,21,59,54,60,6,10
-107.32,36.68,"NM537","ppt",2005,43,39,24,28,17,11,17,42,49,45,4,7
-108.48,37.18,"CO509","ppt",2005,89,84,34,42,18,12,22,50,60,49,7,11
-103.3,29.25,"TX042","ppt",2005,22,57,8,2,57,23,120,141,26,118,1,3
